File ID,Transcript,Duration (s),Word Count
segment_11,媽 都準備好了嗎 都準備好了 只等老闆娘 帶領大家拜天公了 阿達呢 怎麼不見人 今天是西餐廳成立二十週年 如此重大日子 乾爸一定記得 應該馬上就到了 好 再等等他 好 老闆娘來了 大家辛苦了 老闆娘 辛苦了 拜拜了 辛苦了 阿奇 收拾好後要放鞭炮 辛苦了 都準備得差不多了 要拜拜了 待會兒再吃 招牌歪了 美娟姐 吉時已到 我看 不能再等了 好吧 先拜拜吧 小豪 點香 大家別再聊了 靠過來準備拜拜了,96.65,37
segment_12,來 司機 不必找了 好 謝謝 你不是… 有空再來看表演 好 謝謝 不會 現在怎麼回事 勇哥請達哥去喝咖啡 你們真煩 信女江美娟 感謝老天爺保祐 也感謝老天爺 過去對我們的照顧 阿斌 自從你十六年前放開我的手後 十多年來 你一直在我心中 我無時無刻地思念你 今天是西餐廳二十週年 感謝身邊的工作人員支持我 以及我們的兒子崇輝 他越來越像你了 還有阿達 這段日子 西餐廳要是沒有他 也無法具有今日的規模,84.17,30
segment_13,集香 來,3.66,2
segment_14,鳴炮 美娟 美娟 崇輝 功德圓滿 圓滿了 阿奇 地上掃一掃 東西收一收搬到裡面 要表演了 快進去梳化 快點 媽 回去了 我也先去忙了 好 先去忙吧 美娟姐 我去後台巡視 好 奇怪 阿達一向準時 今天怎麼遲到了 我的媽啊 這就是我的世界 真漂亮 西餐廳招牌真大 而且金光閃閃 真的 金光閃閃 真漂亮 你看 在此演出藝人都好大牌 電視上都看過呢 這還用說 世界西餐廳是台北首屈一指 在此演出藝人當然也得一流 采苓 采… 爸 媽 采苓 爸 媽 來 你們看 有你們的海報 還這麼大一張 還與我同高呢 真的呢 真用心 來這兒表演果然沒錯 這下子我們準備要紅了 以後不愁吃穿了 對 不過 這兒待遇之好 客人水準一定很高 的確 我們一定得好好表現 否則屆時會被辭退 拜託 我們第一天表演 妳可不可以說一些 好聽又吉利的話呢 爸 媽是提醒你 我相信你們今天的表演 一定很精采 很有趣 大家一定很喜歡 對 聽到沒有 采苓說話多有藝術 遺傳到我 只遺傳到你 都沒有我的分嗎 妳也有功勞 廢話 天寶 來幫我搬海報 好 海報 來 爸 你要做什麼 初來乍到 一定要打打知名度 所以將海報挪到前面 人家經過一定看得見 對喔 有理 的確 聰明 來 小心 對 小心 對 前面一點 來 放這兒就對了 對 這樣就好了 對 不好意思 這張海報… 沒錯 海報上的人 正是我們 小姐 妳真厲害 光憑海報就認出我們 一定是我們的忠實觀眾吧 妳一定知道 我們夫妻在南部紅得不得了 今天初次來此登台 節目一定很精采 保證讓妳看得合不攏嘴 眉開眼笑 全年就屬今天最幸運 要是進場 一定讓妳好運旺旺來 金光強強滾 烏魚炒米粉 妳是不是想索取我們的簽名 沒有帶照片 沒關係 這兒有簽好的 來 雙星報喜送給妳 原來雙喜報喜的旺來與仙桃 就是你們 對 老闆娘 美娟姐 新來歌手已經在辦公室等妳了 好 老闆娘 麥可主任 你好,300.02,141
segment_15,妳是… 我們是… 妳是旺來與仙桃的連絡人 李小姐 是 叫我采苓就可以了 她真是你的老闆娘嗎 是啊 怎麼了 怎麼 還是… 我沒有老闆娘的派頭嗎 不是 絕對不是這個意思 因為妳看來非常年輕 對 氣質非凡又優雅 不像這家大餐廳的老闆娘 是啊 要怪就要怪妳自己 怪我 是啊 身為老闆娘 長得那麼漂亮 彷彿大明星 又保養得宜 氣質非凡 難怪我們會認錯 對 一切全是我們有眼無珠 老闆娘 妳高抬貴手 多多包涵 別與我們一般見識 采苓 有 天寶 有 向老闆娘道歉 是 老闆娘 對不起 不必 別那麼緊張 沒關係 我又不會吃人 你們這麼緊張 你們口才很好 很會說話 待會兒上台表演 盡情將歡樂帶給觀眾 知道嗎 好 老闆娘 妳放心 我們夫妻一定使出渾身解數 讓客人進場時候愁眉苦臉 出場時候歡天喜地 很好 待會兒就看你們表演了 好 沒問題 這張照片 我就收下了 謝謝 謝謝老闆娘 老闆娘 慢走 好了 待會兒要開始表演了 快進去準備 是 謝謝主任 幸好沒事 我剛才心臟快停了 誰要你愛出風頭 快點 快去準備了 天寶 化妝箱給我 快點 給我 來 走,132.75,84
segment_16,快點 別再玩了 快點 借過 不好意思 抱歉 不好意思 借過 不好意思 抱歉 讓開 別站在這裡擋路 不好意思 抱歉 爸 媽 西餐廳後台真美 是啊 真熱鬧 你們看 有化妝鏡和燈光 還有冷氣 差真多 以前在廟埕前 還得拿長板凳 用布圍著才能換裝 這裡都不一樣 這還用說 世界西餐廳 可謂台北歌廳秀首屈一指 它的設備 妳看看 我們以前的表演怎麼比 真漂亮 那種身材 看來胸大 纖腰 翹臀 你不准看 真是秀色可餐 要是我… 要是你怎麼樣 李坤生 翹臀 只有翹臀嗎 沒有 我的脖子僵硬 告訴你 要是繼續盯著看 就把你雙眼挖出來 對不起,103.6,51
segment_17,又來一個 我的媽啊 要你不准看 還看 漂亮老婆 妳喊那麼大聲 不知情的人還以為 我的眼睛專吃冰淇淋 這些人真開放 也不管有沒有外人 逕自換起裝來 爸 媽 好了 馬上就要登台了 趕快找一個地方化妝 還得換裝 對 坐這兒吧 這兒有位子 坐這兒 好 來 做什麼 這裡是我的位子 不好意思 是妳的位子 去別處 不好意思 抱歉 這樣吧 後面這兒 主任 怎麼每次都這樣 這樣拉下來 裡面不穿更性感 阿嬌 說話就說話別毛手毛腳 沒有 我的意思是這個 再拉下來一點更性感 更美 不然動感小辣椒叫假的嗎 主任 你如果真這麼閒 後面那組在找你 他們才需要你的關心 快去 主任 你好 雙星報喜 你們還杵在那裡做什麼 快去換裝 化妝啊 可是我們不知道要坐哪兒化妝 你們要坐哪兒…,131.5,56
segment_18,這兒暫時沒人坐 先坐這兒吧 等等 坐這兒嗎 啾啾 一看尺寸就知道是妳的 拜託 把它藏起來 看妳要穿什麼 不好意思 收一收 我現在馬上收進去 拜託 女人也端莊 整潔一點 咪咪 那件肉色的一定是妳的 別亂丟 不好意思 謝謝 不好意思 還會掉假髮 真是的 坐這兒 謝謝主任 待會兒就要演出了 你們可要好好表演 千萬要表演精采 別丟我的臉 麥可老大 你放心 我們夫妻一定炒熱現場 讓觀眾開心得吹口哨 加油,56.5,34
segment_19,阿嬌 待會兒再出來叫妳 有妳的應聲 我就放心了 加油 你們也加油 你們也加油 加油 這兒坐 漂亮老婆 來 這兒坐 好 很棒吧 奮鬥多年 我們總算出人頭地了 漂亮老婆 化完妝 換好衣服 再來排練排練 好 旺來 我現在有點口渴 不知道哪兒有水可以喝 媽 你們先化妝 我去找水 等我 好 旺來 飛起來,71.6,31
segment_20,志明 看到你的照片 媽媽的心才得以平靜 為了你 媽媽一定認真 積極 爭取表演機會 美娟姐來了 來 我來 我… 美娟姐 這位就是孟娜,27.61,13
segment_21,孟娜 這位是我們老闆娘美娟姐 美娟姐 妳好 妳好,5.49,5
segment_22,照片這個男孩是妳… 我哥哥的孩子 妳哥哥的孩子 長得真可愛 謝謝 妳們談 我先出去 好 別緊張 那兒坐 好 來 喝茶 謝謝 美娟姐 這是我的資料 您參考參考 我之前在… 我知道 之前在電視上看過妳 當時就在想 這個女孩子長得漂亮 歌喉也不錯 要是出唱片應該會紅 之後卻一段時間不見妳演出 我才在想 妳可能結婚生子了 我沒有 我既未婚也未生子 我是… 是剛好當時身體不好,65.2,31
segment_23,又無法適應電視台環境 暫時休息沒有出來唱歌,7.34,2
segment_24,妳現在在做什麼呢,2.19,1
segment_25,老實說 我需要養家 可是現在出唱片的人很多 個個比我年輕貌美 也不奢望 還有電視台找我上節目 只想好好賺錢 唱歌 正好我認識一位前輩黑貓姐 告訴我這裡需要歌手 我才想來這裡試試 不是 我非來這裡表演不可 美娟姐 如果妳願意給我這個機會 我一定賣力表現 絕不讓妳丟臉 絕不會 黑貓姐不隨便介紹人 相信妳也不會令我失望 妳稍坐 黑貓姐要我好好照顧妳 這筆錢先收下 去為明天添購置裝 打扮漂亮準備登台表演 這個算訂金 美娟姐 沒關係 收下 這… 我們這一行很辛苦 只要肯認真 我不只給妳機會 也會好好照顧妳 美娟姐 妳放心 我一定好好做 一定,99.97,38
segment_26,原來這個就是舞台 原來站在舞台上是這種感覺,17.84,2
segment_27,先別動 沒有 我只是… 幫我個忙 看前面 別說話 好 現在對著麥克風說幾句話 麥克風 我要說什麼 妳叫什麼名字 我叫采苓 為什麼來這兒 我爸爸 媽媽今晚在這裡表演 我來倒水 初次站上舞台 最大願望為何 最大願望,51.04,19
segment_28,這是我的祕密 可以不說嗎,3.19,2
segment_29,抱歉 剛才我在試燈光與麥克風 以為妳知情 就順口問了妳的願望 別無他意 試燈光與麥克風 剛才妳試過麥克風了,14.5,7
segment_30,想不想看看何謂試燈光,4.26,1
segment_31,我從來不曾看過 如此絢爛的燈光 真的很美 我知道了 你是燈光師 我不是師傅 只是打雜小弟 打雜… 對了 妳說妳爸媽是哪一場表演 雙星報喜的旺來與仙桃 很有趣 很精采 不騙你 我相信 能夠在世界西餐廳表演 應該都極具實力 對了 師傅 待會兒能否麻煩你 我爸爸 媽媽上台 光要打得最美 好嗎 好啊 沒問題 謝謝你 老闆娘 待會兒就麻煩你了,61.88,29
segment_32,準備得如何 音響 燈光與舞台效果安排妥當 這次一定讓觀眾看個過癮 欲罷不能,10.89,5
segment_33,這麼有自信 很好,5.49,2
segment_34,美娟姐 遊覽車都到了 也準備開放觀眾進場了,5.36,3
segment_35,可是 至今仍不見達哥人影 阿達還沒來 怎麼會這樣 我打電話找他 你先去忙 好 家裡電話也沒人接 該不會…,74.95,9
segment_36,"大家辛苦了 坐很久了吧 沒有 世界西餐廳到了 大家準備下車 好 來 跟我來 小心 來 跟我來 來 這邊請 好 謝謝 現在時間未到 旁邊一些攤販 大家有興趣順便逛逛 買一些伴手禮 好 來 小心 來 慢慢來 慢慢來就好 來 裡面請 來 這邊請 歡迎 裡面請 慢慢來 來 這邊請 美娟姨 家豪 謝謝你 又幫我們載南部客人北上 是啊 餐廳後半部 我全包了 謝謝美娟姨讓我賺錢 別這麼說 大家互相 美娟姨 妳要去哪兒 我有要事得處理 可是這個時候很難叫車 妳想去哪兒 我送妳去就好了 不用了 我… 不然你的車借我好嗎 可以啊 謝謝 小心 小心安全 比我更厲害 歡迎光臨 請問幾位 各位先生 小姐 各位鄉親父老 伯父 伯母 叔叔 嬸嬸 哥哥 姐姐 還有帥哥 美女 歡迎來到全台灣最大的 世界西餐廳 還有最紅的歌星 最有演技的演員 還有世界西餐廳大樂隊 以及朱孝中 小朱老師率領的舞群 雙手舉高 熱烈掌聲鼓勵 歡迎最美 最性感的動感小辣椒 阿嬌帶來""熱線你和我"" 這是一條情感的線路 屬於你和我 鈴聲響起 那就表示情話悄悄說 除了我們 別人休想占有半秒鐘 因為時間 對我們來說　 永遠都不夠 哈哈哈 明天登上舞台的就是我了 為了養家 我一定得認真表演 希望屆時觀眾也能如此捧場 這是一條情感的線路 連繫你和我 思念時刻 拿起話筒熱線輕輕撥 情意剎時化成笑語 燈光注意 下一組藝人可以準備了 一端是你 一端是我 熱線你和我 哈哈哈 熱線你和我 小六 通知雙星報喜可以準備上台了 好 熱線你和我 崇輝 達哥還沒到 都幾點了 達哥還沒到 我媽知道嗎 老闆娘美娟姐她… 你媽剛才向我借摩托車 騎出去了 我…我媽騎摩托車 你媽還很會飆車呢 我媽還飆車 她說了去哪裡嗎 她沒說",299.99,126
segment_37,麥可 幫我安排下一組藝人 好啊 可是達哥… 別擔心 我會處理 達哥未到一事別對外說 好 我馬上處理 麻煩了 你怎麼了 那麼緊張 乾爸又沒來 發生什麼事了 有一件事幫幫忙,30.8,15
segment_38,對我們來說… 這是什麼 合約書 只要你與環球簽約合作 條件任你開 以後開給你的價錢 絕對比世界更多 更優渥 勇哥 與我談合約 很抱歉 不可能 這是做什麼,33.25,13
segment_39,我阿達闖盪社會多年,2.53,1
segment_40,也不是被嚇大的 喝茶嘛 勇哥 坦白說 現在環球西餐廳 燈光 音響等設備 已經過時了 大家都說 世界第一流 環球不入流 你真的沒聽過這句話嗎 你真是不知好歹 不知死活,31.56,14
segment_41,"我好聲好氣與你商量 竟然敬酒不吃吃罰酒 告訴你 今天要是不簽約 你就別想出這個大門 少嚇唬我 我阿達也不是好惹的 不到最後關頭 勝負未定 好啊 我們就慢慢拖吧 看是你急 還是我急 鈴聲響起 那就表示情話悄悄說 除了我們 別人休想占有半秒鐘 因為時間　 對我們來說　 永遠都不夠 阿滿 妳要去哪兒 坤生 我現在腹痛如絞 要…要去方便一下 忍耐一下 我們要上台了 我真沒用 首次登上大舞台就緊張萬分 媽 爸 你們先別緊張 就想像自己是全世界 最厲害 最棒 最… 姐 妳這麼說沒用 爸 媽 你們這次一定要好好表演 否則我們一家四口 準備喝西北風 餓肚子了 知道嗎 天寶 對我說這番話 爸爸是你還是我呢 天寶這番話 對我而言有用 坤生 我不緊張了 準備上台 準備上台 我們來打氣 好 一 二 三 加油 Yes 哈哈哈 熱線你和我 謝謝 媽 謝謝最美 最性感的 動感小辣椒 阿嬌 帶來動聽又精采的歌曲表演 接著還有更精采的節目 掌聲歡迎雙星報喜 旺來與仙桃 掌聲鼓勵鼓勵 加油 大家好 旺來 飛起來 仙桃 跳起來 飛起來 跳起來 撞一下 真厲害 有眼睛 無眉毛 有鬍鬚 無下巴 飛起來 跳起來 撞一下 真精采 旺來 仙桃 雙星來報喜 真正是喔咿西 大家好 我是仙桃 大家好 我是旺來 仙桃 為什麼妳要叫仙桃呢 還用問嗎 光看我胸前 豐滿又紅潤 所以又稱仙桃 笑話 什麼豐滿 根本就是飛機場 平平坦坦 晚上脫了衣服 我們猶如兄弟一般 要說 大家來說啊 來啊 說到冬天 你的褲子一脫 我們猶如姊妹一般 縮不見影 不知去向 妳怎麼這麼說人家 別聽仙桃胡說 今天告訴大家一個祕密 當初仙桃嫁給我 唯一條件是什麼 大家知道嗎 是什麼 就是要有夠長 有夠長嗎 你這副德性 妳承認嗎 是啊 俗話說 五短必有一長 但是你這副德性 一說出來 真難為情 我指的""有夠長""是什麼 你知道嗎 就是指我… 條件很好嗎 條件不錯啊 不是 我的""有夠長"" 國語叫做""有教堂""",300.02,145
segment_42,說到我 來 觀眾朋友請看 我這台車子是新的 姐 這個地方真高級 不只有表演可看 歌曲可聽 還可以邊欣賞邊享用牛排 是啊 天寶 這家西餐廳 正是現今最高級 最流行的 一張票要數百塊 我們家可以吃上好幾頓 真的嗎 四十年的中古車了 好啊 我今天一定要跟你拚了 跟你拚了 你們看 翻臉了 好啊 別跑 你們看 臭旺來 恐怖啊 我痛扁你 麥可 我痛扁你 雙星報喜的笑話尺度這麼大 能聽嗎 會嗎 觀眾反應不錯啊 我看你也笑得合不攏嘴 我… 有嗎 好了 別說這些了 達哥呢 回來了嗎 仍然不見人影 達哥還沒回來 來 我親一個,73.25,46
segment_43,勇哥在哪裡,31.61,1
segment_44,少跟我廢話 這份合約要是你不速戰速決 我的忍耐可是有限度的 接下來世界西餐廳 會發生什麼事… 勇哥 任何事 衝著我許進達來就好 流氓 我見多了 別用這種爛招 一旦傳出去 對你沒有好處 美娟 妳來做什麼 你來做什麼 我就來做什麼 美娟 真是貴客 渴不渴 喝茶 當然渴啊 來到勇哥的地盤 不喝杯茶就白來了 來 坐 上茶 阿達 不是告訴過你 真的無聊想打牌也得看對象 現在被威脅 出事了吧 美娟 男人的事別插手 妳先回去吧 正是男人的事 我今天才請另一個男人來處理 男人 妳找了誰 鈔票啊 我請它將事情處理妥當 勇哥 阿達欠你五萬元 裡面有一百萬 希望你收下 高抬貴手立刻放人 此事一筆勾銷,114.26,47
segment_45,美娟 妳錢多啊 我欠他五萬 妳還一百萬 不是便宜他了嗎 論錢 我比妳更多 現在最不缺的就是錢 我今天要的 是達哥這個人 勇哥 我是人不是貨 你說要就要 環球西餐廳想挖角我阿達 不好意思 不屑 阿達 少說幾句 今天是來解決問題 不是製造衝突 好 我閉上嘴 美娟 別說我阿勇今天不給妳機會 眼前這個問題 妳打算如何處理 勇哥 沒人會嫌錢多 你想挖角阿達 也是希望 他為西餐廳賺大錢不是嗎 我最不服的 就是你們世界西餐廳 因為達哥 搶了我不少環球的客人 現在我環球每天的生意 都少了三 四成 勇哥,97.04,39
segment_46,你應該知道這幾年 西餐廳也不好經營 常言道 相互禮讓共享利益 你爭我奪一無所有,8.8,5
segment_47,這樣吧 我們兩家達成協議,3.71,2
segment_48,大牌節目不要搶 有錢大家一起賺 你意下如何,6.11,3
segment_49,別跟我提大牌藝人,2.25,1
segment_50,我今天要談的,2.95,1
segment_51,是阿達這位主持人 要他去你那兒主持節目 你們西餐廳的峰哥 如何向他交代 不必妳擔心峰哥 我自有安排 一句話 妳究竟放不放人 勇哥 我提醒你 可別貪得無厭 環球西餐廳 全仰賴峰哥才有今天 如今為了阿達得罪他 對我們而言 可是破壞行規喔 美娟 規矩就是用來打破的 告訴妳 要是今天達哥不與我簽約 你們兩個就別想走出這個包廂 勇哥 要是這樣 我們真的無法繼續再談了 阿達現在是我的人 想要他來你的西餐廳主持 也得照規矩 他先來我這裡的耶 美娟 貌美如妳 要什麼男人都有 為什麼非纏著達哥不放 勇哥 纏得住人 留不住心也沒用 我江美娟從不擋人財路 他要是有更好出路 我絕不阻攔 勇哥 我真的聽不下去了 什麼美娟纏著我 是…,102.35,42
segment_52,是我纏著美娟 而勇哥你啊 看得到 吃不到 只能乾過癮,9.25,5
segment_53,"勇哥 阿達現在是我西餐廳的人 我不能讓他受任何傷害 你也得懂進退 拿錢了事 否則傳了出去 會影響你的威望 美娟 要是我不答應呢 旺來 你還笑得出來 我看你今天特別不一樣 臉色發青又印堂發黑 該不會中邪了 你大難臨頭了 大難臨頭了 這位仙姑 拜託 有得化解嗎 遇上我 算你好運 今天非幫你化解不可 好 如何化解 鑽轎腳 台上哪裡有轎腳呢 轎腳在這兒 從這兒鑽進去 鑽進去 一切否極泰來 快鑽 快鑽進去 妳最大聲 給我記住 鑽進去 快點 要不要看人鑽轎腳 要看 要不要看 繼續喊 鑽進去 我轉運了 達哥回來了嗎 還沒 那現在怎麼辦 齷齪 下流 骯髒 怎麼了 這裡是高級西餐廳 只好請他們繼續表演 暫時拖時間 好 我去告訴他們 好 年頭 ""年頭""的台語怎麼說 就是年頭啊 對嘛 我說錯了嗎 沒錯 果真一鑽就旺 男人快來鑽 鑽完回去讓你意氣風發 你們兩個幫個忙 主任 要你們爸媽暫時別下台 為什麼 因為下一段的來賓還沒準備好 快 旺來 仙桃 真是喔咿西 再見 晚安 各位觀眾朋友 你們一定感到很納悶 我們怎麼這麼快又回來了 為什麼我們兩人又倒著走呢 因為有人喊安可 安可 再這麼拖下去 觀眾一定會生氣 安可不是人 不是人 難道是鬼嗎 鬼 來",219.35,88
segment_54,茶沒了 再喝一杯吧,3.45,2
segment_55,反正時間多的是,5.25,1
segment_56,慢慢等,3.0,1
segment_57,"妳… 你還好嗎 勇哥 勇哥 你還好嗎 小心 快點 小心 快點 小心 快點 小心 快點 別跑 快點 快追 快點 別跑 別跑 有膽別跑 別跑 阿達 快點 他們追過來了 好 我知道 抱緊我 快點 別跑 有膽別跑 別跑 快點 阿達 煞車 阿達 為什麼 快煞車 下車 停車 快點 怎麼會這樣 車子怎麼了 我也不知道 似乎拋錨了 拋錨 快下車 怎麼辦 往這裡好了 走 再跑啊 車子拋錨了吧 很會騎嘛 不是很行嗎 跑啊 再跑啊 再跑啊 再跑嘛 達哥 沒想到你擅長主持也演技過人 剛才與美娟上演的""追夢人"" 演得開心嗎 我看你們的服裝似乎不太適合 這樣吧 我要小弟為你們買結婚禮服 如此才像劇中人不是嗎 勇哥 我已經親自去拜託你了 也加倍還錢給你 這樣還不行嗎 美娟 我說過了 我不稀罕錢 我要的是人",241.29,73
segment_58,別再浪費時間了 乾脆一點 簽名用印後 我立刻放人,8.54,4
segment_59,"說得輕鬆 我要是不簽 你就不放過我嗎 沒錯 除非你們兩人今天 能夠安然脫身 可是照情勢看來 你們應該是那一句成語 ""插翅難飛"" 別跑 別過來 還敢來 真是不知死活 繼續打 是 阿達 阿達 給我過來",100.26,18
